ensembl_gene_id	gene_name	gene_biotype	total_width	cluster
ENSMUSG00000079794	AC125149.2	protein_coding	255	NA
ENSMUSG00000079797	Gm21784	pseudogene	681	NA
ENSMUSG00000079800	A530040E14RIK	protein_coding	1271	NA
ENSMUSG00000079806	Gm21719	protein_coding	693	NA
ENSMUSG00000079808	AC168977.1	protein_coding	1910	NA
ENSMUSG00000079834	Tmlhe	protein_coding	2251	NA
ENSMUSG00000079842	Spag11a	protein_coding	436	NA
ENSMUSG00000079845	Xlr4a	protein_coding	2941	NA
ENSMUSG00000079852	Klra4	protein_coding	1245	NA
ENSMUSG00000079853	Klra1	protein_coding	2146	NA
ENSMUSG00000079871	Gm4984	pseudogene	1299	NA
ENSMUSG00000079875	Olfr22-ps1	pseudogene	937	NA
ENSMUSG00000079884	Gm10698	pseudogene	1281	4
ENSMUSG00000079889	Gm11951	pseudogene	431	NA
ENSMUSG00000079890	Gm12106	pseudogene	1200	NA
ENSMUSG00000079892	Scgb1b22-ps	pseudogene	280	NA
ENSMUSG00000079893	Scgb1b23-ps	pseudogene	285	NA
ENSMUSG00000079906	Gm15846	pseudogene	320	NA
ENSMUSG00000079915	Gm16073	pseudogene	517	NA
ENSMUSG00000079941	Gm11273	protein_coding	390	NA
ENSMUSG00000079942	Rpl28-ps3	pseudogene	807	NA
ENSMUSG00000079962	Gm12643	pseudogene	374	NA
ENSMUSG00000079963	Gm7146	pseudogene	739	NA
ENSMUSG00000079965	Gm14853	pseudogene	549	NA
ENSMUSG00000079966	Gm14058	pseudogene	735	NA
ENSMUSG00000079988	Gm11970	pseudogene	320	NA
ENSMUSG00000079993	Gm11799	pseudogene	460	NA
ENSMUSG00000079998	Gm12947	pseudogene	420	NA
ENSMUSG00000080002	Gm5566	pseudogene	459	NA
ENSMUSG00000080006	Rps19-ps7	pseudogene	438	NA
ENSMUSG00000080021	Gm5915	pseudogene	907	4
ENSMUSG00000080046	Gm15108	pseudogene	803	NA
ENSMUSG00000080050	Gm14864	pseudogene	1087	NA
ENSMUSG00000080051	Gm14510	pseudogene	1092	NA
ENSMUSG00000080054	Rpl12-ps1	pseudogene	498	NA
ENSMUSG00000080057	Gm12378	pseudogene	1461	NA
ENSMUSG00000080058	Gm11175	protein_coding	543	7
ENSMUSG00000080059	Rps19-ps3	pseudogene	426	NA
ENSMUSG00000080065	Gm11864	pseudogene	1220	NA
ENSMUSG00000080069	Gm41	pseudogene	1023	NA
ENSMUSG00000080071	Gm15125	pseudogene	800	NA
ENSMUSG00000080072	Spin2-ps2	pseudogene	778	NA
ENSMUSG00000080073	Gm9427	pseudogene	651	NA
ENSMUSG00000080076	Hist1h2aj	pseudogene	727	NA
ENSMUSG00000080078	Gm15583	pseudogene	3510	NA
ENSMUSG00000080115	Mettl21b	protein_coding	2541	NA
ENSMUSG00000080142	Gm12838	pseudogene	325	NA
ENSMUSG00000080152	Gm12260	pseudogene	411	NA
ENSMUSG00000080155	Gm14777	pseudogene	176	NA
ENSMUSG00000080158	Gm14385	pseudogene	876	NA
ENSMUSG00000080175	Tpm3-rs2	pseudogene	323	NA
ENSMUSG00000080180	Gm17235	pseudogene	1114	NA
ENSMUSG00000080186	Gm14448	pseudogene	210	NA
ENSMUSG00000080193	Gm14756	pseudogene	240	NA
ENSMUSG00000080198	Gm13573	pseudogene	631	NA
ENSMUSG00000080205	Gm15526	pseudogene	204	NA
ENSMUSG00000080222	Gm11486	pseudogene	478	NA
ENSMUSG00000080223	Gm13768	pseudogene	929	NA
ENSMUSG00000080227	Gm13343	pseudogene	105	NA
ENSMUSG00000080237	Gm14239	pseudogene	685	2
ENSMUSG00000080241	Gm6269	pseudogene	451	NA
ENSMUSG00000080242	Gm15487	pseudogene	1582	3
ENSMUSG00000080250	Gm16400	pseudogene	1029	NA
ENSMUSG00000080254	Fam220-ps	pseudogene	783	NA
ENSMUSG00000080266	Gm14772	pseudogene	514	NA
ENSMUSG00000080268	Brms1	protein_coding	1338	3
ENSMUSG00000080283	Gm14806	pseudogene	2110	NA
ENSMUSG00000080298	Gm14807	pseudogene	983	NA
ENSMUSG00000080299	Gm14350	pseudogene	640	NA
ENSMUSG00000080300	Spin2-ps1	pseudogene	1653	NA
ENSMUSG00000080303	Gm12419	pseudogene	636	NA
ENSMUSG00000080316	4930546H06Rik	protein_coding	12574	NA
ENSMUSG00000080317	Vmn2r-ps94	pseudogene	1456	NA
ENSMUSG00000080321	Gm14644	pseudogene	647	NA
ENSMUSG00000080326	Gm23425	miRNA	85	NA
ENSMUSG00000080330	Gm22468	miRNA	120	NA
ENSMUSG00000080331	Mir1298	miRNA	98	NA
ENSMUSG00000080334	Gm25110	miRNA	121	NA
ENSMUSG00000080336	Gm25111	miRNA	147	NA
ENSMUSG00000080342	Gm24589	miRNA	94	NA
ENSMUSG00000080345	Gm24586	miRNA	91	NA
ENSMUSG00000080346	Gm24588	miRNA	83	NA
ENSMUSG00000080347	Gm24587	miRNA	89	NA
ENSMUSG00000080348	Gm24591	miRNA	112	NA
ENSMUSG00000080349	Gm24590	miRNA	119	NA
ENSMUSG00000080350	Gm26248	miRNA	121	NA
ENSMUSG00000080352	Gm26247	snoRNA	91	NA
ENSMUSG00000080356	Mir1247	miRNA	82	NA
ENSMUSG00000080358	Gm26249	snRNA	118	NA
ENSMUSG00000080359	Gm26250	miRNA	66	NA
ENSMUSG00000080360	Gm25779	miRNA	95	NA
ENSMUSG00000080363	Gm25778	miRNA	121	NA
ENSMUSG00000080364	Gm25777	snoRNA	126	2
ENSMUSG00000080365	Gm25776	snoRNA	143	NA
ENSMUSG00000080366	Gm25775	miRNA	121	NA
ENSMUSG00000080367	Gm25774	miRNA	121	NA
ENSMUSG00000080368	Gm25773	miRNA	127	NA
ENSMUSG00000080370	Gm22952	snoRNA	120	7
ENSMUSG00000080374	Gm22953	miRNA	101	7
ENSMUSG00000080378	Gm25309	snRNA	126	NA
ENSMUSG00000080380	Gm22102	miRNA	121	NA
ENSMUSG00000080383	Gm22103	miRNA	121	NA
ENSMUSG00000080384	Gm22105	snRNA	116	NA
ENSMUSG00000080385	Gm22104	miRNA	90	NA
ENSMUSG00000080390	Gm23784	miRNA	90	NA
ENSMUSG00000080391	Gm23785	miRNA	96	NA
ENSMUSG00000080394	Gm23786	snoRNA	121	NA
ENSMUSG00000080396	Snord111	snoRNA	89	NA
ENSMUSG00000080401	Gm23653	miRNA	97	NA
ENSMUSG00000080402	Gm23652	miRNA	107	NA
ENSMUSG00000080405	Gm23651	miRNA	120	NA
ENSMUSG00000080406	Mir1188	miRNA	120	NA
ENSMUSG00000080408	Gm23654	miRNA	126	NA
ENSMUSG00000080409	Mir467h	miRNA	121	NA
ENSMUSG00000080410	Gm26472	miRNA	83	NA
ENSMUSG00000080411	Mir1193	miRNA	121	NA
ENSMUSG00000080412	Gm26474	miRNA	122	NA
ENSMUSG00000080413	Gm26473	snRNA	127	NA
ENSMUSG00000080415	Gm26469	miRNA	121	NA
ENSMUSG00000080419	Gm26475	miRNA	121	NA
ENSMUSG00000080424	Mir466k	miRNA	122	NA
ENSMUSG00000080425	Gm24833	snRNA	120	NA
ENSMUSG00000080426	Gm24834	miRNA	88	NA
ENSMUSG00000080427	Gm24835	miRNA	111	NA
ENSMUSG00000080428	Gm24831	snRNA	126	NA
ENSMUSG00000080430	Gm24275	miRNA	146	NA
ENSMUSG00000080432	Gm23178	miRNA	95	NA
ENSMUSG00000080434	Gm23177	miRNA	121	NA
ENSMUSG00000080437	Gm24274	snRNA	124	NA
ENSMUSG00000080440	Gm25848	snoRNA	144	NA
ENSMUSG00000080441	Mir1249	miRNA	98	NA
ENSMUSG00000080443	Gm25847	miRNA	96	NA
ENSMUSG00000080445	Gm25850	miRNA	98	NA
ENSMUSG00000080451	Gm24193	miRNA	121	NA
ENSMUSG00000080452	Mir1306	miRNA	80	NA
ENSMUSG00000080454	Gm24195	miRNA	108	1
ENSMUSG00000080455	Gm24194	miRNA	90	NA
ENSMUSG00000080459	Mir669g	miRNA	123	NA
ENSMUSG00000080461	Gm22488	snoRNA	127	NA
ENSMUSG00000080463	Gm22489	snoRNA	62	NA
ENSMUSG00000080465	Gm22486	snoRNA	137	NA
ENSMUSG00000080467	Gm22487	miRNA	96	NA
ENSMUSG00000080468	Mir1195	miRNA	98	NA
ENSMUSG00000080469	Snord98	snoRNA	65	NA
ENSMUSG00000080473	Gm25315	miRNA	121	NA
ENSMUSG00000080474	Gm25317	miRNA	129	NA
ENSMUSG00000080476	Gm25316	miRNA	118	NA
ENSMUSG00000080478	Snord23	snoRNA	109	NA
ENSMUSG00000080480	Gm23494	snRNA	126	NA
ENSMUSG00000080485	Gm23493	miRNA	88	NA
ENSMUSG00000080486	Snord100	snoRNA	74	1
ENSMUSG00000080487	Gm23492	miRNA	115	NA
ENSMUSG00000080495	Gm26303	miRNA	119	NA
ENSMUSG00000080498	Gm26302	miRNA	82	NA
ENSMUSG00000080499	Gm25338	snRNA	120	NA
ENSMUSG00000080500	Gm22072	miRNA	121	NA
ENSMUSG00000080504	Mir669d-2	miRNA	86	NA
ENSMUSG00000080506	Gm25042	miRNA	121	NA
ENSMUSG00000080507	Gm22071	miRNA	86	NA
ENSMUSG00000080508	Gm25041	miRNA	65	NA
ENSMUSG00000080511	Gm22195	miRNA	108	NA
ENSMUSG00000080515	Gm22196	miRNA	109	NA
ENSMUSG00000080516	Gm22197	miRNA	58	NA
ENSMUSG00000080517	Gm23109	snRNA	126	NA
ENSMUSG00000080518	Gm22193	snoRNA	76	NA
ENSMUSG00000080519	Gm22194	miRNA	95	NA
ENSMUSG00000080522	Gm23881	miRNA	66	NA
ENSMUSG00000080524	Gm23879	snRNA	126	NA
ENSMUSG00000080526	Mir466j	miRNA	122	NA
ENSMUSG00000080527	Gm23880	miRNA	54	NA
ENSMUSG00000080529	Gm23882	miRNA	84	NA
ENSMUSG00000080530	Gm25540	miRNA	121	NA
ENSMUSG00000080533	Mir1191	miRNA	120	NA
ENSMUSG00000080536	Gm25539	snoRNA	122	NA
ENSMUSG00000080538	Gm25541	snRNA	126	NA
ENSMUSG00000080539	Gm25542	snRNA	94	NA
ENSMUSG00000080540	Gm22711	snoRNA	133	NA
ENSMUSG00000080542	Gm22710	snRNA	125	NA
ENSMUSG00000080543	Gm22709	miRNA	111	NA
ENSMUSG00000080544	Gm22714	misc_RNA	78	7
ENSMUSG00000080545	Gm22713	snRNA	130	NA
ENSMUSG00000080547	Gm22712	miRNA	74	NA
ENSMUSG00000080549	Gm22715	miRNA	93	NA
ENSMUSG00000080555	Gm24396	miRNA	93	NA
ENSMUSG00000080556	Mir467g	miRNA	120	NA
ENSMUSG00000080557	Gm24397	miRNA	90	NA
ENSMUSG00000080558	Gm22091	miRNA	127	NA
ENSMUSG00000080561	Gm26042	miRNA	112	NA
ENSMUSG00000080562	Gm26043	miRNA	88	NA
ENSMUSG00000080566	Gm26044	snRNA	126	NA
ENSMUSG00000080573	Mir467f	miRNA	120	NA
ENSMUSG00000080574	Mir466i	miRNA	121	NA
ENSMUSG00000080575	Mir1190	miRNA	96	NA
ENSMUSG00000080577	Gm23226	snRNA	103	NA
ENSMUSG00000080580	Mir466f-4	miRNA	121	NA
ENSMUSG00000080582	Gm24907	snoRNA	128	NA
ENSMUSG00000080586	Mir1187	miRNA	122	NA
ENSMUSG00000080590	Gm22029	miRNA	121	NA
ENSMUSG00000080592	Gm22030	miRNA	63	NA
ENSMUSG00000080594	Mir669h	miRNA	125	NA
ENSMUSG00000080595	Gm22031	snRNA	126	NA
ENSMUSG00000080596	Gm22032	miRNA	116	NA
ENSMUSG00000080597	Gm22033	miRNA	93	NA
ENSMUSG00000080600	Gm23840	miRNA	97	NA
ENSMUSG00000080601	Gm23841	miRNA	114	NA
ENSMUSG00000080602	Gm23842	miRNA	90	NA
ENSMUSG00000080607	Gm23839	snoRNA	109	NA
ENSMUSG00000080609	Gm23844	miRNA	121	NA
ENSMUSG00000080610	Snord110	snoRNA	68	NA
ENSMUSG00000080613	Gm22151	miRNA	58	NA
ENSMUSG00000080615	Snord99	snoRNA	74	NA
ENSMUSG00000080616	Gm22152	snoRNA	125	NA
ENSMUSG00000080622	Gm22676	snoRNA	129	NA
ENSMUSG00000080624	Gm22678	miRNA	101	NA
ENSMUSG00000080625	Gm22679	miRNA	100	NA
ENSMUSG00000080626	Mir1192	miRNA	121	NA
ENSMUSG00000080627	Gm22677	miRNA	108	NA
ENSMUSG00000080631	Gm25507	miRNA	144	NA
ENSMUSG00000080632	Gm25508	miRNA	89	NA
ENSMUSG00000080635	Gm25509	miRNA	106	NA
ENSMUSG00000080636	Gm25510	miRNA	123	NA
ENSMUSG00000080645	Mir1198	miRNA	121	NA
ENSMUSG00000080649	Gm26156	miRNA	123	NA
ENSMUSG00000080651	Gm24483	miRNA	88	NA
ENSMUSG00000080653	Mir669e	miRNA	119	NA
ENSMUSG00000080655	Gm24482	miRNA	93	NA
ENSMUSG00000080657	Mir669i	miRNA	127	NA
ENSMUSG00000080659	Gm24484	miRNA	121	NA
ENSMUSG00000080661	Gm25003	miRNA	90	NA
ENSMUSG00000080662	Mir1b	miRNA	122	NA
ENSMUSG00000080663	Gm25002	miRNA	64	NA
ENSMUSG00000080665	Mir1199	miRNA	119	NA
ENSMUSG00000080666	Gm25000	miRNA	114	NA
ENSMUSG00000080668	Gm24999	miRNA	101	NA
ENSMUSG00000080669	Mir1224	miRNA	85	NA
ENSMUSG00000080671	Gm23335	miRNA	94	NA
ENSMUSG00000080673	Gm23336	snRNA	123	NA
ENSMUSG00000080676	Gm25347	miRNA	121	NA
ENSMUSG00000080678	Gm23334	miRNA	124	NA
ENSMUSG00000080680	Gm23989	miRNA	66	1
ENSMUSG00000080681	Gm23990	miRNA	117	NA
ENSMUSG00000080683	Gm23991	snoRNA	93	NA
ENSMUSG00000080684	Gm23988	miRNA	122	NA
ENSMUSG00000080686	Gm24806	miRNA	90	NA
ENSMUSG00000080687	Mir1197	miRNA	120	NA
ENSMUSG00000080689	Gm23987	snoRNA	129	NA
ENSMUSG00000080694	Gm11621	pseudogene	589	NA
ENSMUSG00000080695	Gm5394	pseudogene	975	NA
ENSMUSG00000080696	Gm12825	pseudogene	563	NA
ENSMUSG00000080697	Vmn1r-ps107	pseudogene	581	NA
ENSMUSG00000080698	Gm11333	pseudogene	148	NA
ENSMUSG00000080700	Gm15981	pseudogene	464	NA
ENSMUSG00000080701	Gm12340	pseudogene	462	NA
ENSMUSG00000080703	Gm13183	pseudogene	789	NA
ENSMUSG00000080704	Gm6031	pseudogene	1054	NA
ENSMUSG00000080705	Gm15439	pseudogene	386	NA
ENSMUSG00000080706	Gm12890	pseudogene	373	NA
ENSMUSG00000080707	Gm13823	pseudogene	345	NA
ENSMUSG00000080708	Ccnd3-ps	pseudogene	881	NA
ENSMUSG00000080709	Gm14324	pseudogene	3051	NA
ENSMUSG00000080710	Gm8107	pseudogene	2009	NA
ENSMUSG00000080711	Gm11686	pseudogene	333	NA
ENSMUSG00000080712	Hist3h2bb-ps	pseudogene	465	1
ENSMUSG00000080713	Olfr1174-ps	pseudogene	939	NA
ENSMUSG00000080714	Gm14602	pseudogene	340	NA
ENSMUSG00000080715	Gm5406	pseudogene	766	NA
ENSMUSG00000080716	Gm13503	pseudogene	446	NA
ENSMUSG00000080717	B230307C23Rik	protein_coding	3939	2
ENSMUSG00000080718	Gm8019	pseudogene	587	NA
ENSMUSG00000080719	Gm15532	pseudogene	884	NA
ENSMUSG00000080720	Gm16077	pseudogene	750	NA
ENSMUSG00000080721	Gm14944	pseudogene	132	NA
ENSMUSG00000080722	Defa-ps7	pseudogene	342	NA
ENSMUSG00000080723	Gm12564	pseudogene	321	NA
ENSMUSG00000080725	Gm6121	protein_coding	1817	NA
ENSMUSG00000080726	Gm15366	pseudogene	4237	NA
ENSMUSG00000080727	C920021L13Rik	protein_coding	3406	2
ENSMUSG00000080728	Gm13616	pseudogene	222	NA
ENSMUSG00000080729	Gm8084	pseudogene	752	NA
ENSMUSG00000080730	Gm11313	pseudogene	432	NA
ENSMUSG00000080731	Rps2-ps9	pseudogene	817	NA
ENSMUSG00000080732	Gm13222	pseudogene	138	NA
ENSMUSG00000080733	Gm14867	pseudogene	866	NA
ENSMUSG00000080734	Gm12006	pseudogene	403	NA
ENSMUSG00000080735	Gm12075	pseudogene	397	NA
ENSMUSG00000080736	Gm15617	pseudogene	771	NA
ENSMUSG00000080737	Gm6982	pseudogene	1560	NA
ENSMUSG00000080738	Mup-ps22	pseudogene	243	NA
ENSMUSG00000080739	Gm13795	pseudogene	295	NA
ENSMUSG00000080741	Gm11398	pseudogene	320	NA
ENSMUSG00000080742	Gm14035	pseudogene	1475	NA
ENSMUSG00000080743	Gm7150	pseudogene	981	NA
ENSMUSG00000080744	Gm12710	pseudogene	216	NA
ENSMUSG00000080746	Rpsa-ps12	pseudogene	892	NA
ENSMUSG00000080747	Gm14016	pseudogene	486	NA
ENSMUSG00000080748	Gm15661	pseudogene	556	NA
ENSMUSG00000080749	Gm12134	pseudogene	520	NA
ENSMUSG00000080750	Gm15553	pseudogene	430	NA
ENSMUSG00000080751	Olfr634-ps1	pseudogene	955	NA
ENSMUSG00000080752	Olfr1069-ps1	pseudogene	930	NA
ENSMUSG00000080753	Gm15613	pseudogene	326	NA
ENSMUSG00000080754	Rpl36-ps7	pseudogene	315	NA
ENSMUSG00000080755	Gm15062	pseudogene	367	NA
ENSMUSG00000080756	Gm12633	pseudogene	1705	NA
ENSMUSG00000080757	Gm15029	pseudogene	199	NA
ENSMUSG00000080758	Gm5392	pseudogene	789	NA
ENSMUSG00000080759	Gm15573	pseudogene	540	NA
ENSMUSG00000080760	Gm7571	pseudogene	927	NA
ENSMUSG00000080762	Gm11879	pseudogene	702	NA
ENSMUSG00000080763	Gm12341	pseudogene	503	NA
ENSMUSG00000080764	Gm14606	pseudogene	1155	NA
ENSMUSG00000080765	Gm8908	pseudogene	1024	NA
ENSMUSG00000080766	Gm13593	pseudogene	692	NA
ENSMUSG00000080767	Gm15595	pseudogene	961	NA
ENSMUSG00000080768	Gm12219	pseudogene	443	1
ENSMUSG00000080770	Gm11278	pseudogene	997	NA
ENSMUSG00000080771	Gm11925	pseudogene	535	NA
ENSMUSG00000080772	Gm12543	pseudogene	543	NA
ENSMUSG00000080773	Gm12955	pseudogene	957	4
ENSMUSG00000080774	Gm9143	pseudogene	745	NA
ENSMUSG00000080775	Gm6368	pseudogene	2147	NA
ENSMUSG00000080776	Gm12174	pseudogene	813	4
ENSMUSG00000080777	Gm15365	pseudogene	300	NA
ENSMUSG00000080778	Gm7199	pseudogene	1485	NA
ENSMUSG00000080779	Gm8731	pseudogene	412	NA
ENSMUSG00000080780	Gm11252	pseudogene	939	NA
ENSMUSG00000080781	Olfr388-ps1	pseudogene	941	NA
ENSMUSG00000080782	Gm13495	pseudogene	537	NA
ENSMUSG00000080783	Gm8250	pseudogene	774	NA
ENSMUSG00000080784	Gm13765	pseudogene	228	NA
ENSMUSG00000080785	Gm11591	pseudogene	702	NA
ENSMUSG00000080788	Gm7841	pseudogene	1629	NA
ENSMUSG00000080789	Gm14007	pseudogene	210	NA
ENSMUSG00000080790	Gm7638	pseudogene	967	NA
ENSMUSG00000080791	Gm11442	pseudogene	458	NA
ENSMUSG00000080792	Gm14367	pseudogene	1497	NA
ENSMUSG00000080793	Cbx3-ps3	pseudogene	550	NA
ENSMUSG00000080794	Vmn1r-ps132	pseudogene	892	NA
ENSMUSG00000080795	Gm6783	pseudogene	1437	NA
ENSMUSG00000080796	Gm9159	pseudogene	566	NA
ENSMUSG00000080797	Gm15760	pseudogene	283	NA
ENSMUSG00000080798	Gm5135	pseudogene	573	NA
ENSMUSG00000080799	Gm15166	pseudogene	385	NA
ENSMUSG00000080800	Gm11582	pseudogene	236	NA
ENSMUSG00000080801	Gm13310	pseudogene	1392	NA
ENSMUSG00000080802	Gm13804	pseudogene	172	NA
ENSMUSG00000080803	Gm12683	pseudogene	415	NA
ENSMUSG00000080805	Gm11219	pseudogene	358	NA
ENSMUSG00000080806	Gm13005	pseudogene	585	NA
ENSMUSG00000080807	Gm13117	pseudogene	691	NA
ENSMUSG00000080808	Gm12608	pseudogene	1715	NA
ENSMUSG00000080809	Olfr1273-ps	pseudogene	925	NA
ENSMUSG00000080810	Gm11737	pseudogene	468	NA
ENSMUSG00000080811	Gm14513	pseudogene	123	NA
ENSMUSG00000080812	Gm13526	pseudogene	189	NA
ENSMUSG00000080813	Gm14828	pseudogene	1155	NA
ENSMUSG00000080814	Gm12314	pseudogene	538	NA
ENSMUSG00000080815	Hmgb1-rs18	pseudogene	627	NA
ENSMUSG00000080816	Gm12447	pseudogene	470	NA
ENSMUSG00000080817	Gm13751	pseudogene	752	NA
ENSMUSG00000080818	Gm9434	pseudogene	813	NA
ENSMUSG00000080819	Gm2005	pseudogene	542	NA
ENSMUSG00000080820	Gm13197	pseudogene	225	NA
ENSMUSG00000080822	Gm14694	pseudogene	282	NA
ENSMUSG00000080823	Gm11477	pseudogene	314	NA
ENSMUSG00000080824	Gm9001	pseudogene	399	NA
ENSMUSG00000080825	Gm14892	pseudogene	267	NA
ENSMUSG00000080826	Gm12019	pseudogene	532	NA
ENSMUSG00000080827	Gm12086	pseudogene	228	NA
ENSMUSG00000080828	Gm14669	pseudogene	250	NA
ENSMUSG00000080829	Gm8545	pseudogene	801	NA
ENSMUSG00000080831	Gm12529	pseudogene	268	NA
ENSMUSG00000080832	M6pr-ps	pseudogene	3452	NA
ENSMUSG00000080833	Gm11976	pseudogene	295	NA
ENSMUSG00000080834	Gm15216	pseudogene	277	NA
ENSMUSG00000080835	Gm12137	pseudogene	346	NA
ENSMUSG00000080836	Gm6444	pseudogene	458	NA
ENSMUSG00000080839	Gm11625	pseudogene	296	NA
ENSMUSG00000080840	Gm11349	pseudogene	1116	NA
ENSMUSG00000080841	Gm14880	pseudogene	292	NA
ENSMUSG00000080842	Gm15400	pseudogene	607	NA
ENSMUSG00000080843	Gm14726	pseudogene	896	NA
ENSMUSG00000080844	Gm14107	pseudogene	330	NA
ENSMUSG00000080845	Gm9115	pseudogene	1348	NA
ENSMUSG00000080846	Gm13379	pseudogene	621	NA
ENSMUSG00000080847	Gm4773	pseudogene	702	NA
ENSMUSG00000080848	Gm9385	pseudogene	673	3
ENSMUSG00000080849	Gm15702	pseudogene	444	NA
ENSMUSG00000080850	Gm12439	pseudogene	365	NA
ENSMUSG00000080851	Gm12094	pseudogene	472	NA
ENSMUSG00000080852	Gm14918	pseudogene	268	NA
ENSMUSG00000080855	Rpl35-ps1	pseudogene	372	NA
ENSMUSG00000080857	Gm12859	pseudogene	427	NA
ENSMUSG00000080859	Rpl10-ps1	pseudogene	645	4
ENSMUSG00000080860	Gm13815	pseudogene	412	NA
ENSMUSG00000080861	Gm11325	pseudogene	469	NA
ENSMUSG00000080862	Gm14523	pseudogene	558	NA
ENSMUSG00000080863	Gm14787	pseudogene	388	NA
ENSMUSG00000080865	Gm13637	pseudogene	342	NA
ENSMUSG00000080866	Gm5687	pseudogene	640	NA
ENSMUSG00000080867	Gm14079	pseudogene	446	NA
ENSMUSG00000080868	Gm15745	pseudogene	115	NA
ENSMUSG00000080869	Gm11856	pseudogene	276	NA
ENSMUSG00000080870	Gm14111	pseudogene	999	NA
ENSMUSG00000080871	Gm12875	pseudogene	344	NA
ENSMUSG00000080872	Gm11506	pseudogene	470	NA
ENSMUSG00000080873	Rpl30-ps3	pseudogene	348	NA
ENSMUSG00000080874	Gm15010	pseudogene	407	NA
ENSMUSG00000080875	Gm7332	pseudogene	702	NA
ENSMUSG00000080876	Gm14332	pseudogene	1610	NA
ENSMUSG00000080877	Rpl22-ps1	pseudogene	386	NA
ENSMUSG00000080878	Gm15618	pseudogene	452	NA
ENSMUSG00000080880	Gm14278	pseudogene	878	NA
ENSMUSG00000080884	Gm12674	pseudogene	206	NA
ENSMUSG00000080885	Rpl10-ps6	pseudogene	642	NA
ENSMUSG00000080886	Gm14847	pseudogene	519	NA
ENSMUSG00000080887	Gm14831	pseudogene	409	NA
ENSMUSG00000080888	Gm14387	pseudogene	2247	NA
ENSMUSG00000080889	Gm7974	pseudogene	408	NA
ENSMUSG00000080890	Gm16458	pseudogene	502	NA
ENSMUSG00000080891	Olfr587-ps1	pseudogene	1425	NA
ENSMUSG00000080892	Gm9266	pseudogene	484	NA
ENSMUSG00000080893	Gm15920	pseudogene	402	7
ENSMUSG00000080894	Defa-ps15	pseudogene	477	NA
ENSMUSG00000080895	Gm11645	pseudogene	649	NA
ENSMUSG00000080896	Gm14567	pseudogene	612	4
ENSMUSG00000080897	Gm14500	pseudogene	113	NA
ENSMUSG00000080898	Gm14836	pseudogene	471	NA
ENSMUSG00000080899	Gm9109	pseudogene	1405	NA
ENSMUSG00000080902	Gm11226	pseudogene	738	NA
ENSMUSG00000080903	Gm16383	pseudogene	232	NA
ENSMUSG00000080904	Gm11966	pseudogene	87	NA
ENSMUSG00000080905	Gm13295	pseudogene	256	NA
ENSMUSG00000080906	Gm12095	pseudogene	816	NA
ENSMUSG00000080907	4930455H04Rik	protein_coding	1341	NA
ENSMUSG00000080909	Gm13044	pseudogene	253	NA
ENSMUSG00000080910	Gm14821	pseudogene	435	NA
ENSMUSG00000080911	Gm11918	pseudogene	179	NA
ENSMUSG00000080912	Gm12269	pseudogene	717	NA
ENSMUSG00000080913	Gm12719	pseudogene	241	NA
ENSMUSG00000080914	Gm7129	pseudogene	997	NA
ENSMUSG00000080915	Gm6446	pseudogene	818	NA
ENSMUSG00000080916	Gm12463	pseudogene	849	NA
ENSMUSG00000080917	Gm15925	pseudogene	1830	NA
ENSMUSG00000080918	Gm12202	pseudogene	811	NA
ENSMUSG00000080919	Gm11854	pseudogene	446	NA
ENSMUSG00000080921	Rpl38-ps2	pseudogene	511	4
ENSMUSG00000080922	Gm2214	pseudogene	330	NA
ENSMUSG00000080923	Gm5400	pseudogene	943	NA
ENSMUSG00000080924	Olfr1078-ps1	pseudogene	632	NA
ENSMUSG00000080925	Gm13682	pseudogene	702	NA
ENSMUSG00000080927	Gm11430	pseudogene	217	NA
ENSMUSG00000080928	Hmgb1-ps6	pseudogene	616	NA
ENSMUSG00000080929	Gm12891	pseudogene	240	NA
ENSMUSG00000080930	Gm13367	pseudogene	802	NA
ENSMUSG00000080932	Gm10224	pseudogene	615	NA
ENSMUSG00000080933	Rhox3g	protein_coding	991	NA
ENSMUSG00000080934	Gm12931	pseudogene	324	NA
ENSMUSG00000080935	Got2-ps1	pseudogene	2701	NA
ENSMUSG00000080936	Olfr337-ps1	pseudogene	453	NA
ENSMUSG00000080937	Gm13510	pseudogene	429	NA
ENSMUSG00000080938	Gm6062	pseudogene	631	NA
ENSMUSG00000080939	Gm9208	pseudogene	948	NA
ENSMUSG00000080940	Gm15145	pseudogene	309	NA
ENSMUSG00000080941	Gm16056	pseudogene	135	NA
ENSMUSG00000080942	Gm14556	pseudogene	899	NA
ENSMUSG00000080943	Gm13130	pseudogene	1166	NA
ENSMUSG00000080944	Gm12967	pseudogene	289	NA
ENSMUSG00000080946	Gm12985	pseudogene	183	1
ENSMUSG00000080947	Gm12779	pseudogene	192	NA
ENSMUSG00000080948	Gm14481	pseudogene	629	NA
ENSMUSG00000080949	Gm13683	pseudogene	1076	NA
ENSMUSG00000080950	Gm7278	pseudogene	1401	NA
ENSMUSG00000080951	Gm12208	pseudogene	163	NA
ENSMUSG00000080952	Gm5379	pseudogene	826	NA
ENSMUSG00000080953	Gm15025	pseudogene	418	NA
ENSMUSG00000080954	Gm14919	pseudogene	390	NA
ENSMUSG00000080955	Gm14263	pseudogene	746	NA
ENSMUSG00000080956	Gm16179	pseudogene	373	NA
